,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels
33,8,100281078,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/c3/b4/1089961463.jpg,53,227000.0,flat,sale,624.0,10,5,"Calle Escuelas, 2 -4",Toledo,Yepes,es,39.908715,-3.6251422,True,https://www.idealista.com/inmueble/100281078/,59089,"SegundoB comercializa en exclusiva y sin comisión de agencia este edificio en construcción de 21 viviendas en Yepes, Toledo,  Es una oportunidad de inversión dada la demanda de alquiler de la zona Yepes es un municipio y localidad española de la provincia de Toledo, en la comunidad autónoma de Castilla-La Mancha. Pertenece a la comarca de Mesa de Ocaña y cuenta con una población de 5268 habitantes (INE 2022). consulte sin compromiso y consiga su mejor oferta con SegundoB Real Estate.",False,renew,False,364.0,{'typology': 'flat'},"{'subtitle': 'Yepes', 'title': 'Piso en Calle Escuelas, 2 -4'}",False,False,False,False,,False,False,1066923/1,,,,,True,,
34,9,101802965,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/99/f9/1134307932.jpg,69,225000.0,duplex,sale,210.0,3,2,amargura,Madrid,Cercedilla,es,40.7440186,-4.0556588,False,https://www.idealista.com/inmueble/101802965/,45939,"MOLET INMOBILIARIA EN LA SIERRA vende DOS fantásticos inmuebles que conforman uno solo pero que podrían utilizarse por separado. IDEAL PARA INVERSORES Y FAMILIAS. Entrada directa desde portal o por el garaje. Inmueble número 1:  Dúplex que consta de dos habitaciones, cocina con salida a patio de luces, baño completo y amplio salón comedor y terraza con vistas y otra habitación en suite con armarios empotrados y baño en la planta superior. 165m2. Inmueble número 2: Amplia bodega en planta calle con chimenea, aseo y garaje para dos coches. Además cuenta con un buen trastero. Muy buenas calidades de construcción, a destacar la calefacción por suelo radiante, carpintería interior de roble y carpintería exterior de roble y aluminio. OFICIALMENTE SON DOS INMUEBLES con dos referencias catastrales independientes y dos registros independientes en el registro de la propiedad. NO DEJES PASAR ESTA OPORTUNIDAD Y LLÁMANOS. MOLET INMOBILIARIA EN LA SIERRA - SI QUIERES VENDER TU CASA LLÁMANOS Y TE HAREMOS UNA VALORACIÓN SIN COMPROMISO.",False,good,False,1071.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Cercedilla', 'title': 'Dúplex en amargura'}",False,False,False,False,,False,False,,bj,True,,,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 90000.0}",
35,10,101967232,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/36/3c/1139704738.jpg,20,695000.0,chalet,sale,437.0,1,1,Carretera Madrid-Toledo,Toledo,Olias del Rey,es,39.9579481,-3.980944,False,https://www.idealista.com/inmueble/101967232/,58784,"Pegasus Home Luxury se enorgullece en presentar una oportunidad única de adquirir un terreno urbanizable de 4088 metros cuadrados, ubicado en la carretera de Madrid-Toledo 7D, en el termino municipal de Olías del Rey, Toledo. Este increíble terreno cuenta con una construcción que consta de un comercio de 180 metros cuadrados y una vivienda de 193 metros cuadrados. Aunque la vivienda no se encuentra totalmente terminada, ofrece un espacio diáfano que podrás personalizar según tus gustos y necesidades. Imagina el potencial que tiene este espacio para convertirse en la casa de tus sueños o en una oportunidad de inversión rentable. La versatilidad de esta propiedad es asombrosa. Imagina las oportunidades que podrías aprovechar: desde establecer tu propio negocio en el comercio existente hasta diseñar una residencia amplia y luminosa en la vivienda. Las posibilidades son infinitas. Ubicado estratégicamente en una de las carreteras más transitadas y concurridas entre Madrid y Toledo, este terreno ofrece una excelente accesibilidad y visibilidad para cualquier tipo de proyecto que desee emprender. Ya sea que estés buscando una inversión a largo plazo o un espacio donde construir tu negocio o tu hogar ideal, esta propiedad tiene todo lo que necesitas.  No dejes pasar esta oportunidad única de adquirir un terreno de 4088 metros cuadrados urbanizable con una construcción en desarrollo. ¡Ponte en contacto con Pegasus Home Luxury hoy mismo para obtener más información y asegurar tu futuro en el sector inmobiliario! ¡Descubre una oportunidad única con Pegasus Home Luxury! Contáctanos hoy mismo para obtener más información y concertar una visita. ¡No dejes escapar esta oportunidad única en el mercado inmobiliario!",False,good,False,1590.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Olias del Rey', 'title': 'Casa independiente en Carretera Madrid-Toledo'}",False,False,False,False,,False,False,,,,,,,,
36,11,100381781,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/30/22/d6/1082004225.jpg,30,503000.0,flat,sale,305.0,4,4,"LORENZO BOSQUET, 54",Madrid,Coslada,es,40.427675,-3.5381238,True,https://www.idealista.com/inmueble/100381781/,12936,"OPORTUNIDAD INVERSORES PARA ALQUILER, 5 PISOS NUEVOS ESTRENAR, EN COSLADA, EN EL MISMO EDIFICIO A UN PRECIO INMEJORABLE, CON POSIBILDAD DE PLAZA DE GARAJE EN 7500€ CADA UNA. Apartamentos de una habitación desde 60 metros a 66 metros el mas grande con posibilidad de plaza de garaje. Buena situación en coslada, zona centrica, metro SAN FERNANDO cercano. San Fernando de Henares, tradicional e históricamente conocido como ""Real Sitio"" de San Fernando, [cita requerida] es un municipio situado al este de la Comunidad de Madrid, a unos 15 kilómetros al este de la capital. Se encuentra ubicado en el Corredor del Henares y forma parte del área metropolitana de Madrid. Parte de su término está incluido dentro del Parque Regional del Sureste. Tiene una extensión de 39,29 km² y una población de 39 466 habitantes. 1.",True,good,False,1649.0,{'typology': 'flat'},"{'subtitle': 'Valleaguado - La Cañada, Coslada', 'title': 'Piso en Lorenzo Bosquet, 54'}",False,False,False,False,,False,False,14278,2,True,Valleaguado - La Cañada,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 7500.0}",
37,12,99366729,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/5b/dc/1085658229.jpg,1,75000.0,chalet,sale,133.0,2,1,Cedillo del Condado,Toledo,Cedillo del Condado,es,40.1156902,-3.9236132,False,https://www.idealista.com/inmueble/99366729/,40915,Inmobiliairia Marina VENDE casa de pueblo con excelente ubicación en el CENTRO del municipio. Casa de pueblo para reformar o tirar. Dipone de 133m2 distribuidos en DOS plantas. Excelente oportunidad de compra. Llámanos y ven a verlo!,False,good,False,564.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Cedillo del Condado', 'title': 'Chalet adosado'}",False,False,False,False,,False,False,C-5008,,,,,,,
38,13,102417159,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/dd/18/1173637257.jpg,8,68000.0,penthouse,sale,70.0,1,1,"Calle Cervantes, 21",Toledo,Yuncler,es,40.0417885,-3.897633,True,https://www.idealista.com/inmueble/102417159/,47415,"ÁTICO en venta recién reformado, CON PLAZA DE GARAJE INCLUIDA en el precio. Cocina amueblada. Ubicado en Yuncler, municipio de Toledo.  La vivienda consta de 70m2 que distribuyen en salón, cocina, un baño completo y un dormitorio, independientes; con mucha luz natural y dos terrazas. Entrada con puerta blindada, suelos solados a base de baldosa cerámica esmaltada color “beige”. Paredes de las estancias acabadas con pintura plástica blanca. Alicatado en cocina y baño con baldosa cerámica esmaltada. Armarios empotrados en los dormitorios y ventanas climalit de aluminio.  Cocina amueblada con acabado melamina, colores claros, con puertas abatibles y tiradores. Encimera de tablero aglomerado con acabado melamina y color gris. Instalación de climatización con bomba de calor en todas las estancias por conductos.  Esta ubicado en Yuncler, municipio de la provincia de Toledo, con todos los servicios básicos para hacer de este piso tu nuevo hogar: colegio, centro médico, farmacia, bancos, parques infantiles, supermercados, autobuses, etc.",False,good,False,971.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Yuncler', 'title': 'Ático en Calle Cervantes, 21'}",False,False,False,False,,False,False,YUN3G,3,True,,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
39,14,99723216,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/48/1c/1052348693.jpg,10,54000.0,flat,sale,114.0,3,2,Casarrubios del Monte,Toledo,Casarrubios del Monte,es,40.1845488,-4.0420576,False,https://www.idealista.com/inmueble/99723216/,41011,"Piso de 3 dormitorios y 114,14 m² a la venta en Casarrubios del Monte, en la provincia de Toledo. Dispone de buenas comunicaciones tanto por transporte público como por transporte privado. Ubicada en una zona con todo tipo de servicios alrededor (colegios, parques, supermercados, restaurantes, pequeños comercios, etc. ). Se trata de un amplio piso de 3 dormitorios, cocina, salón y 2 baños. Por ello, es una opción en la que invertir. Con los servicios prestados podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Inmueble sujeto a gravámenes no limitativos de dominio. La propiedad asumirá el coste de su cancelación, salvo las afecciones fiscales, afecciones urbanísticas u otros gravámenes de difícil o imposible cancelación, si bien la propiedad responderá sobre ellos con total indemnidad. Se recomienda al comprador que obtenga asesoramiento legal antes de adoptar la decisión de compra. La anterior situación del activo puede suponer dificultad/imposibilidad en la obtención de financiación hipotecaria por el comprador.",False,good,False,474.0,{'typology': 'flat'},"{'subtitle': 'Casarrubios del Monte', 'title': 'Piso'}",False,False,False,False,,False,False,KB-03620-0001,2,,,,False,,
40,15,99475511,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/b6/77/1045327842.jpg,18,120000.0,flat,sale,54.0,3,1,Calle Pensamiento,Madrid,Getafe,es,40.316723,-3.7245335,False,https://www.idealista.com/inmueble/99475511/,13769,"Solvia ofrece Piso de 54 m² a la venta en Getafe. Localizada en el casco urbano, esta vivienda ofrece fácil incorporación por carretera a la A-42 entre otras. A pocos metros hay varias paradas de autobús y en unos minutos se alcanzan estaciones de cercanías y metro. En los alrededores se pueden encontrar todos los servicios necesarios como centro de salud, supermercados, restaurantes, gasolineras, bancos, locales comerciales, parques, centros educativos, etc. La vivienda, construida en el año 1967, cuenta con una superficie de 54 m² distribuida en 3 dormitorios, 1 cuarto de baño, comedor, cocina y balcón. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,2222.0,{'typology': 'flat'},"{'subtitle': 'Universidad, Getafe', 'title': 'Piso en Calle Pensamiento'}",True,False,False,False,,False,False,CI-06047-0001,4,True,Universidad,,False,,
41,16,101821636,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/08/ea/1136220819.jpg,33,55000.0,flat,sale,114.0,5,2,Casarrubios del Monte,Toledo,Casarrubios del Monte,es,40.1890582,-4.0372009,False,https://www.idealista.com/inmueble/101821636/,40366,"Piso de 3 dormitorios y 114,14 m² a la venta en Casarrubios del Monte, en la provincia de Toledo. Dispone de buenas comunicaciones tanto por transporte público como por transporte privado. Ubicada en una zona con todo tipo de servicios alrededor (colegios, parques, supermercados, restaurantes, pequeños comercios, etc. ). Se trata de un amplio piso de 3 dormitorios, cocina, salón y 2 baños. Inmueble sujeto a periodo de transparencia. Inmueble sujeto a gravámenes no limitativos de dominio. La propiedad asumirá el coste de su cancelación, salvo las afecciones fiscales, afecciones urbanísticas u otros gravámenes de difícil o imposible cancelación, si bien la propiedad responderá sobre ellos con total indemnidad. Se recomienda al comprador que obtenga asesoramiento legal antes de adoptar la decisión de compra. La anterior situación del activo puede suponer dificultad/imposibilidad en la obtención de financiación hipotecaria por el comprador.",False,good,False,482.0,{'typology': 'flat'},"{'subtitle': 'Casarrubios del Monte', 'title': 'Piso'}",False,False,False,False,,False,False,KB-03620-0001,bj,True,,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
42,17,98733375,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/4e/f9/1137464278.jpg,29,139400.0,flat,sale,108.0,2,2,Calle de la Cruz Antigua,Madrid,Ciempozuelos,es,40.1554296,-3.6184416,False,https://www.idealista.com/inmueble/98733375/,31984,"Os presentamos este dúplex ubicado en Ciempozuelos, Madrid. La vivienda se distribuye en dos habitaciones, salón-comedor, cocina, dos baños y un balcón. El inmueble tiene suelos de parquet. Ubicado en la 2a planta del edificio. Está situado en el centro de Ciempozuelos. En sus alrededores encontramos escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús y la estación de tren Ciempozuelos. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a M-404. No te pierdas esta oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble ocupado. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,1291.0,{'typology': 'flat'},"{'subtitle': 'Casco Antiguo sur, Ciempozuelos', 'title': 'Piso en Calle de la Cruz Antigua'}",True,False,True,False,,False,False,GOR0000176727,2,,Casco Antiguo sur,,False,,
43,18,102671248,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/61/6f/1163304302.jpg,4,30000.0,countryHouse,sale,54.0,2,1,Empedrada,Guadalajara,Driebes,es,40.2471928,-3.0442835,False,https://www.idealista.com/inmueble/102671248/,58714,,False,renew,False,556.0,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}","{'subtitle': 'Driebes', 'title': 'Casa de pueblo en Empedrada'}",False,False,False,False,,False,False,AG9723,,,,,,,
44,19,103033134,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/f4/3e/1175785681.jpg,29,56900.0,flat,sale,70.0,2,1,Magán,Toledo,Magán,es,39.9608544,-3.9337104,False,https://www.idealista.com/inmueble/103033134/,56914,"Agencia inmobiliaria de TOLEDO - zona SANTA BÁRBARA - BURGUILLOS DE TOLEDO - Tecnocasa Santa Barbara - Toledo: EN VENTA: piso EXTERIOR en segunda planta con ascensor en Magan (Toledo). Plaza de garaje incluida en el precio. La vivienda está compuesta por cocina amueblada, salón amplío con aire acondicionado, dos dormitorios exteriores, baño completo con plato de ducha. El edificio cuenta con ascensor, plaza de garaje, calefacción eléctrica y comunidad por 40 euros. La vivienda se encuentra en el pueblo de Magan a 15 minutos de Toledo, cuenta con buena comunicación de transporte público Madrid-Toledo, centro médico, colegios, farmacia, tiendas locales y supermercado.",False,good,False,813.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,421,2,True,,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
45,20,100066641,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/56/0c/1075888042.jpg,24,195000.0,chalet,sale,260.0,4,2,Carranque,Toledo,Carranque,es,40.202845,-3.9358633,False,https://www.idealista.com/inmueble/100066641/,33399,"Inmobiliaria Marina vende CHALET independiente con PISCINA, acceso por BATRES, muchas posibilidades. Parcela de 950 m2 URBANA con CHALET INDEPENDIENTE de 200 m2 en 2 plantas. Planta semisotano con garaje, cocina, salón, 1 dormitorio y 1 aseo. En la planta principal, cocina amueblada, salón con chimenea, 3 dormitorios, 1 baño y FANTASTICO PORCHE. Impresionante Parcela con PISCINA, jardin, zona huerto, MUCHAS POSIBILIDADES.  Urbanización perteneciente al término municipal de Carranque con ACCESO ASFALTADO POR BATRES.",False,good,False,750.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Carranque', 'title': 'Casa independiente'}",False,False,False,False,,False,False,C-5035,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
46,21,95192551,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/99/34/1165732813.jpg,9,148500.0,chalet,sale,237.0,5,3,Calle la Encomienda,Toledo,El Viso de San Juan,es,40.141346,-3.9193389,False,https://www.idealista.com/inmueble/95192551/,38256,"FINANCIACIÓN HASTA EL 100% MÁS GASTOS, SIN AVALISTAS HASTA EL 95%, FUNCIONARIOS 100%  Casa adosada para reformar que se distribuye en 2 plantas sobre rasante, buhardilla y 1 planta bajo rasante.   Consta de salón-comedor con chimenea, cocina, 5 habitaciones, 3 baños completos, garaje, jardín de 30m2, porche de 27m2. Ubicado en zona residencial tranquila, a pocos metros del ayuntamiento de la localidad.  Dispone de armarios empotrados vestidos, suelos de gres, ventanas de aluminio, puertas de roble.    Zona tranquila y residencial, con un gran potencial para invertir. No lo dudes y ponte en contacto con nosotros!    El Viso de San Juan es un municipio de la provincia de Toledo, en la comunidad autónoma de Castilla-La Mancha. Tiene una superficie de 53,02 km2 y una altitud de 653 msnm. Linda con las poblaciones de Casarrubios del Monte, Carranque, Illescas, Cedillo del Condado, Palomeque y Chozas de Canales, todas de Toledo. Los monumentos a destacar son el castillo de Olmos de estilo musulmán y la iglesia de Santa María Magdalena.",False,renew,False,627.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'El Viso de San Juan', 'title': 'Chalet adosado en Calle la Encomienda'}",False,False,False,False,,False,False,60503048,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
47,22,102419092,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/29/1f/1174113276.jpg,11,105000.0,penthouse,sale,103.0,3,2,"Calle Bailén, 34",Toledo,Yuncler,es,40.0419432,-3.8977922,True,https://www.idealista.com/inmueble/102419092/,47404,"ÁTICO en venta recién reformado, CON PLAZA DE GARAJE INCLUIDA en el precio. Sin amueblar y con cocina amueblada. Ubicado en Yuncler, municipio de Toledo.  La vivienda consta de 103m2 que distribuyen en salón, cocina, dos baños completos (uno en suite), tres dormitorios, independientes; con mucha luz natural y dos terrazas. Entrada con puerta blindada, suelos solados a base de baldosa cerámica esmaltada color “beige”. Paredes de las estancias acabadas con pintura plástica blanca. Alicatado en cocina y baño con baldosa cerámica esmaltada. Armarios empotrados en los dormitorios y ventanas climalit de aluminio.  Cocina amueblada con acabado melamina, colores claros, con puertas abatibles y tiradores. Encimera de tablero aglomerado con acabado melamina y color gris. cocina amueblada. Instalación de climatización con bomba de calor en todas las estancias por conductos.  Esta ubicado en Yuncler, municipio de la provincia de Toledo, con todos los servicios básicos para hacer de este piso tu nuevo hogar: colegio, centro médico, farmacia, bancos, parques infantiles, supermercados, autobuses, etc.",False,good,False,1019.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Yuncler', 'title': 'Ático en Calle Bailén, 34'}",False,False,False,False,,False,False,YUN3D,3,True,,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
48,23,100232526,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/5f/71/1074378366.jpg,35,595000.0,flat,sale,204.0,3,2,barrio Guindalera,Madrid,Madrid,es,40.4284594,-3.6661444,False,https://www.idealista.com/inmueble/100232526/,2300,"Piso de tres habitaciones con terraza en venta en calle Alcalá Piso de tres habitaciones con terraza en venta en calle Alcalá PISO MUY LUMINOSO CON TERRAZA EN LA CALLE ALCALÁ. Ubicado en barrio de Salamanca, muy cercano a la famosa plaza de toros, Las Ventas, encontramos esta fantástica vivienda de 204 m² de superficie, perteneciente a un edificio clásico de la zona. El inmueble se encuentra para reformar pudiendo dejar una vivienda a capricho. Actualmente, se compone en hall de entrada, gran salón que accede a zona comedor y por el que pasamos a una terraza de más de 20 m² que aporta una luz espectacular a toda la zona de día. Cuenta con cocina independiente y tres habitaciones de gran tamaño, con pequeña terraza. Todas las habitaciones cuentan vistas despejadas a jardín de calle trasera y dos baños. Destaca por su luminosidad, ya que es totalmente exterior con varias orientaciones, con lo que se asegura luz durante todas las horas del día. El edificio cuenta con portal señorial adaptado a personas con movilidad reducida, dos ascensores y portero. ¿Te imaginas vivir aquí?    .",True,renew,False,2917.0,{'typology': 'flat'},"{'subtitle': 'Guindalera, Madrid', 'title': 'Piso'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,VM2301040,1,True,Barrio de Salamanca,Guindalera,True,,
49,24,103041530,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/87/21/1176055620.jpg,11,152500.0,flat,sale,88.0,3,1,Calle Cervantes,Madrid,Getafe,es,40.3049669,-3.7350639,False,https://www.idealista.com/inmueble/103041530/,15246,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8327 [Auctree. com/auction/8327]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1733.0,{'typology': 'flat'},"{'subtitle': 'La Alhóndiga, Getafe', 'title': 'Piso en Calle Cervantes'}",False,False,False,False,,False,False,8327,,True,La Alhóndiga,,True,,
50,0,103041745,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/a3/36/1176063726.jpg,7,84000.0,flat,sale,94.0,3,2,Calle Pablo Casals,Madrid,Parla,es,40.2326153,-3.7722584,False,https://www.idealista.com/inmueble/103041745/,23846,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 7340 [Auctree. com/auction/7340]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,894.0,{'typology': 'flat'},"{'subtitle': 'Fuentebella-San Felix-El Leguario, Parla', 'title': 'Piso en Calle Pablo Casals'}",False,False,False,False,,False,False,7340,,True,Fuentebella-San Felix-El Leguario,,False,,
51,1,103041831,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/12/92/1176064896.jpg,6,89200.0,flat,sale,239.0,3,1,Carretera Toledo Valmojad,Toledo,Arcicollar,es,40.0621503,-4.1156975,False,https://www.idealista.com/inmueble/103041831/,55201,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 9357 [Auctree. com/auction/9357]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,373.0,{'typology': 'flat'},"{'subtitle': 'Arcicollar', 'title': 'Piso en Carretera Toledo Valmojad'}",False,False,False,False,,False,False,9357,,True,,,False,,
52,2,99529598,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/cc/80/1174911233.jpg,1,103600.0,flat,sale,72.0,3,2,Calle Margarita Xirgu s/n,Guadalajara,Guadalajara,es,40.6498068,-3.1565853,True,https://www.idealista.com/inmueble/99529598/,50892,"Piso en Guadalajara capital, en la calle C MARGARITA XIRGU.",False,good,False,1439.0,{'typology': 'flat'},"{'subtitle': 'Las Cañas, Guadalajara', 'title': 'Piso en Calle Margarita Xirgu s/n'}",False,False,False,False,,False,False,0049694918,,,Las Cañas,,,,
53,3,103012225,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/01/e7/1175076822.jpg,13,119600.0,flat,sale,81.0,2,1,Calle de Villajoyosa,Madrid,Madrid,es,40.352894,-3.6916165,False,https://www.idealista.com/inmueble/103012225/,9441,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8332 [Auctree. com/auction/8332]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1477.0,{'typology': 'flat'},"{'subtitle': 'Los Rosales, Madrid', 'title': 'Piso en Calle de Villajoyosa'}",True,False,False,False,,False,False,8332,,True,Villaverde,Los Rosales,True,,
