,index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,floor,highlight,labels,newDevelopmentFinished
421,21,101060631,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/ba/73/1092579593.jpg,W-02RA60,19,715000.0,flat,sale,71.0,True,2,2,Calle caleruega,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4843054,-3.66904,False,https://www.idealista.com/obra-nueva/101060631/,2452,"Engel and Völkers ofrece este proyecto urbano de obra nueva que con todas las comodidades actuales, aportando carácter distintivo, elegante y sofisticado, con alto nivel de acabado prestación y diseño maximizado que aprovecha la energía eficientemente. Con un diseño moderno y exclusivo de amplias estancias y distribución ideal. Con celosías horizontales de tubos de aluminio y grandes ventanales, proporcionan protección contra la radiación excesiva. La promoción está configurada para disfrutar de la máxima seguridad con accesos cerrados y dentro de la misma con amplias zonas ajardinadas, zona gimnasio y piscina. El edificio cuenta con siete plantas de altura, planta baja y dos plantas sótano con plazas de aparcamiento. Se encuentra en la zona de Pinar de Chamartín, zona tranquila de Madrid con todos los servicios asentados y con ubicación excelente, siendo actualmente de las mejores de la ciudad. Enlaza con las principales autovías de circulación M-30, M-40, A-1 y transporte público con estaciones de Metro, cercanías y Renfe y paradas de autobús.",False,newdevelopment,True,True,,10070.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle caleruega'}",True,False,False,False,False,False,6,,,False
422,22,101060725,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/b9/f0/1092579521.jpg,W-02RA65	,19,725000.0,flat,sale,93.0,True,3,2,Calle caleruega,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4843054,-3.66904,False,https://www.idealista.com/obra-nueva/101060725/,2452,"Engel and Völkers ofrece este proyecto urbano de obra nueva que con todas las comodidades actuales, aportando carácter distintivo, elegante y sofisticado, con alto nivel de acabado prestación y diseño maximizado que aprovecha la energía eficientemente. Con un diseño moderno y exclusivo de amplias estancias y distribución ideal. Con celosías horizontales de tubos de aluminio y grandes ventanales, proporcionan protección contra la radiación excesiva. La promoción está configurada para disfrutar de la máxima seguridad con accesos cerrados y dentro de la misma con amplias zonas ajardinadas, zona gimnasio y piscina. El edificio cuenta con siete plantas de altura, planta baja y dos plantas sótano con plazas de aparcamiento. Se encuentra en la zona de Pinar de Chamartín, zona tranquila de Madrid con todos los servicios asentados y con ubicación excelente, siendo actualmente de las mejores de la ciudad. Enlaza con las principales autovías de circulación M-30, M-40, A-1 y transporte público con estaciones de Metro, cercanías y Renfe y paradas de autobús.",False,newdevelopment,True,True,,7796.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle caleruega'}",True,False,False,False,False,False,3,,,False
423,23,101060705,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/45/a6/1092579524.jpg,W-02RA47,19,730000.0,flat,sale,94.0,True,3,2,Calle caleruega,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4843054,-3.66904,False,https://www.idealista.com/obra-nueva/101060705/,2452,"Engel and Völkers ofrece este proyecto urbano de obra nueva que con todas las comodidades actuales, aportando carácter distintivo, elegante y sofisticado, con alto nivel de acabado prestación y diseño maximizado que aprovecha la energía eficientemente. Con un diseño moderno y exclusivo de amplias estancias y distribución ideal. Con celosías horizontales de tubos de aluminio y grandes ventanales, proporcionan protección contra la radiación excesiva. La promoción está configurada para disfrutar de la máxima seguridad con accesos cerrados y dentro de la misma con amplias zonas ajardinadas, zona gimnasio y piscina. El edificio cuenta con siete plantas de altura, planta baja y dos plantas sótano con plazas de aparcamiento. Se encuentra en la zona de Pinar de Chamartín, zona tranquila de Madrid con todos los servicios asentados y con ubicación excelente, siendo actualmente de las mejores de la ciudad. Enlaza con las principales autovías de circulación M-30, M-40, A-1 y transporte público con estaciones de Metro, cercanías y Renfe y paradas de autobús.",False,newdevelopment,True,True,,7766.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle caleruega'}",True,False,False,False,False,False,2,,,False
424,24,100584031,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/b4/03/1092579551.jpg,W-02RA1M	,19,725000.0,flat,sale,94.0,True,3,2,Calle caleruega,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4843054,-3.66904,False,https://www.idealista.com/obra-nueva/100584031/,2452,"Engel and Völkers ofrece este proyecto urbano de obra nueva que con todas las comodidades actuales, aportando carácter distintivo, elegante y sofisticado, con alto nivel de acabado prestación y diseño maximizado que aprovecha la energía eficientemente. Con un diseño moderno y exclusivo de amplias estancias y distribución ideal. Con celosías horizontales de tubos de aluminio y grandes ventanales, proporcionan protección contra la radiación excesiva. La promoción está configurada para disfrutar de la máxima seguridad con accesos cerrados y dentro de la misma con amplias zonas ajardinadas, zona gimnasio y piscina. El edificio cuenta con siete plantas de altura, planta baja y dos plantas sótano con plazas de aparcamiento. Se encuentra en la zona de Pinar de Chamartín, zona tranquila de Madrid con todos los servicios asentados y con ubicación excelente, siendo actualmente de las mejores de la ciudad. Enlaza con las principales autovías de circulación M-30, M-40, A-1 y transporte público con estaciones de Metro, cercanías y Renfe y paradas de autobús.",False,newdevelopment,True,True,,7713.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle caleruega'}",True,False,False,False,False,False,1,,,False
425,0,100584031,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/b4/03/1092579551.jpg,W-02RA1M	,19,725000.0,flat,sale,94.0,True,3,2,Calle caleruega,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4843054,-3.66904,False,https://www.idealista.com/obra-nueva/100584031/,2452,"Engel and Völkers ofrece este proyecto urbano de obra nueva que con todas las comodidades actuales, aportando carácter distintivo, elegante y sofisticado, con alto nivel de acabado prestación y diseño maximizado que aprovecha la energía eficientemente. Con un diseño moderno y exclusivo de amplias estancias y distribución ideal. Con celosías horizontales de tubos de aluminio y grandes ventanales, proporcionan protección contra la radiación excesiva. La promoción está configurada para disfrutar de la máxima seguridad con accesos cerrados y dentro de la misma con amplias zonas ajardinadas, zona gimnasio y piscina. El edificio cuenta con siete plantas de altura, planta baja y dos plantas sótano con plazas de aparcamiento. Se encuentra en la zona de Pinar de Chamartín, zona tranquila de Madrid con todos los servicios asentados y con ubicación excelente, siendo actualmente de las mejores de la ciudad. Enlaza con las principales autovías de circulación M-30, M-40, A-1 y transporte público con estaciones de Metro, cercanías y Renfe y paradas de autobús.",False,newdevelopment,True,True,,7713.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle caleruega'}",True,False,False,False,False,False,1,,,False
426,1,101597457,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/b4/03/1092579551.jpg,W-02RA6B,19,766000.0,flat,sale,94.0,True,3,2,Calle caleruega,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4843054,-3.66904,False,https://www.idealista.com/obra-nueva/101597457/,2452,"3 plazas de garaje incluidas en el precio Engel and Völkers ofrece este proyecto urbano de obra nueva que con todas las comodidades actuales, aportando carácter distintivo, elegante y sofisticado, con alto nivel de acabado prestación y diseño maximizado que aprovecha la energía eficientemente. Con un diseño moderno y exclusivo de amplias estancias y distribución ideal. Con celosías horizontales de tubos de aluminio y grandes ventanales, proporcionan protección contra la radiación excesiva. La promoción está configurada para disfrutar de la máxima seguridad con accesos cerrados y dentro de la misma con amplias zonas ajardinadas, zona gimnasio y piscina. El edificio cuenta con siete plantas de altura, planta baja y dos plantas sótano con plazas de aparcamiento. Se encuentra en la zona de Pinar de Chamartín, zona tranquila de Madrid con todos los servicios asentados y con ubicación excelente, siendo actualmente de las mejores de la ciudad. Enlaza con las principales autovías de circulación M-30, M-40, A-1 y transporte público con estaciones de Metro, cercanías y Renfe y paradas de autobús.",False,newdevelopment,True,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8149.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle caleruega'}",True,False,False,False,False,False,5,,,False
427,2,100521116,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/12/87/1139302034.jpg,W-02RELR,22,325000.0,duplex,sale,133.0,True,1,2,barrio Tres Olivos - Valverde,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4870783,-3.6871361,False,https://www.idealista.com/inmueble/100521116/,2455,"Loft Dúplex con gran terraza Engel&Völkers Mirasierra - Puerta de Hierro ( ) presenta este precioso Loft Dúplex de 133m2 con  terraza de 45 m2. Al acceder, encontramos un espacio diáfano para poder crear un espectacular salón-comedor o gran zona de despacho, cuenta también en esta planta con baño completo. Grandes ventanales bañan todo el espacio de luz continuada. En la planta superior, una amplia zona de descanso con baño lo completa. Tiene entrada independiente desde la urbanización. Todo el espacio se ha diseñado con los mejores materiales, cerramientos, suelos y acabados. Posibilidad de plaza de garaje aparte. MUCHAS DE NUESTRAS PROPIEDADES NO ESTÁN PUBLICITADAS EN IDEALISTA, PARA CONOCERLAS VISITE NUESTRA WEB ENGELVOELKERS. COM/MIRASIERRA Fuencarral - Begoña es una zona en auge dentro de la capital con demanda de gente joven que busca su primera vivienda e inversores que buscan alta rentabilidad, a 500 metros del hospital Ramón y Cajal se trata de una zona que se está renovando y actualizando sin perder su carácter original, bien comunicado (metro, autobús, líneas de tren y fácil acceso a M-607, M-30 y M-40), con múltiples servicios y dotaciones, y con el Monte del Pardo a un solo paso. Vivir en Madrid con el campo a un solo paso, colegios, centros comerciales, gimnasios y una vida social con todos los servicios, hacen de esta zona un área preferente a la hora de buscar vivienda.",False,good,False,True,,2444.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Dúplex'}",False,False,False,False,False,False,,,,
428,3,103517570,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/e1/7a/1192003994.jpg,746813,37,240000.0,flat,sale,40.0,True,1,1,Calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4843019,-3.6687216,False,https://www.idealista.com/inmueble/103517570/,2456,"Estudio en Ciudad Lineal Finca construida en 2009 Dispone de varios ascensores Planta 12º Características - Estudio de 40 m² con vistas panorámicas - Cocina independiente en muy buen estado - Baño completo semi nuevo - Ventanas de aluminio, suelos de tarima flotante, puerta de seguridad blindada. - Vistas panorámicas. - Comunidad con piscina, jardín y gimnasio. - Cuenta con trastero - Disponemos de plaza de aparcamiento por 25.000€ We speak english, on parle français. AICAT 7922.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",6000.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso en Calle de Dulce Chacón'}",True,False,False,False,False,False,13,{'groupDescription': 'Destacado'},,
429,4,102499082,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/0d/3f/1177518263.jpg,1041,28,273500.0,flat,sale,54.0,True,1,1,Calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4842548,-3.6686937,False,https://www.idealista.com/inmueble/102499082/,2462,"¡Sin comisión de Agencia! INMOLINE, y whatsapp Espectacular vivienda de lujo, muy luminosa, en la zona norte de Madrid, representativa de calidad. Estupendamente comunicada con la estación Fuente de la Mora de cercanías Renfe. A tan sólo diez minutos del Aeropuerto, en coche. Y carreteras de circunvalación M-30, M-11 y A-1.  Dispone de aire acondicionado y calefacción por bomba de calor. También tiene trastero, y una plaza de garaje opcional. Es totalmente exterior. El piso está impecable, listo para entrar a vivir. Consta de un dormitorio y un baño. Con una superficie construida de cincuenta y cuatro metros cuadrados. Salón comedor muy luminoso. Cocina amueblada con electrodomésticos. Tendedero. Agua caliente por gas natural. Ventanas doble acristalamiento. Suelos de tarima. Armarios empotrados. Puerta blindada.  La urbanización cuenta con ascensores, acceso para personas con capacidad reducida, conserje 24 h, amplio jardín, piscina, zona infantil y gimnasio. Una vivienda con óptimas calidades en una zona altamente demandada, con vistas a la sierra de Madrid, y de gran reputación, que le proporcionará una excelente calidad de vida.",True,good,False,True,,5065.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso en Calle de Dulce Chacón'}",True,False,False,False,False,False,14,{'groupDescription': 'Destacado'},,
430,5,102757838,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/ed/57/1168542056.jpg,BHHS-006456,42,1860000.0,chalet,sale,250.0,,6,5,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5037946,-3.6436262,False,https://www.idealista.com/inmueble/102757838/,2464,"Chalet de lujo de 250 m2 con piscina en venta en Encinar de los Reyes BERKSHIRE HATHAWAY HOMESERVICES LA MORALEJA ( ) les presenta este luminoso chalet pareado en una de las mejores urbanizaciones del Encinar de los Reyes La vivienda destaca por su cómoda distribución, su maravillosa reforma y por su fantástica localización, ya que se encuentra a escasos pasos del Centro comercial del Encinar, transporte público y colegios. La vivienda se distribuye de la siguiente manera: Planta principal: Hall de entrada, aseo de visitas, gran salón comedor con chimenea dividida en dos ambientes con salida al porche acristalado para su uso durante todo el año. Cocina con office con salida al jardín privado, y dormitorio con  baño en suite Primera planta: Tres dormitorios, el principal en suite, y los otros dos comparten un baño. Buhardilla: Habitación en suite y un cuarto de estar. Sótano: Dormitorio de servicio con un baño, lavandería, cuarto de calderas, sala de juegos y garaje. La vivienda cuenta con un agradable jardín privado. La urbanización cuenta con maravillosas zonas comunes, seguridad 24 horas, piscina infantil y piscina de adultos, pista de tenis, dos pistas de padel, y zonas verdes.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7440.0,{'typology': 'chalet'},"{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet'}",True,True,True,False,False,False,,{'groupDescription': 'Top'},,
431,6,103511083,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/5d/29/1191795634.jpg,PIS_301,20,177999.0,flat,sale,85.0,True,3,1,"Calle de Badalona, 120",Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.493585,-3.6966685,True,https://www.idealista.com/inmueble/103511083/,2471,"''''GESTIONES QUEVEDO' ofrece magnífica vivienda de 3 dormitorios de 85mt2 ubicada en una de las mejores zonas de Fuencarral junto a zona comercial a escasos metros de la estación del metro 'Fuencarral' y paradas de autobuses. El piso dispone de hall de entrada, pasillo distribuidor, cocina, un baño completo con bañera, salón comedor con terraza que se caracteriza por magnífica iluminación y tres dormitorios. Entre las calidades de la vivienda podemos encontrar: carpintería interior en cerezo, carpintería exterior aluminio simple, suelo de parqué, puerta de entrada blindada, etc. Para reformar. Consulte nuestras opciones de financiación al 100%. PRECIO NEGOCIABLE. '.",False,renew,False,False,,2094.0,{'typology': 'flat'},"{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Piso en Calle de Badalona, 120'}",False,False,False,False,False,False,3,,,
432,7,102551779,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/66/3b/1159321492.jpg,8904,54,1270000.0,duplex,sale,221.0,True,5,4,LUIS MARTINEZ FEDUCHI,Madrid,La Moraleja,Encinar de los Reyes,es,,40.4996015,-3.6446763,False,https://www.idealista.com/inmueble/102551779/,2472,"REA Inmobiliaria presenta este fantástico ático dúplex de cuatro dormitorios situado en estupenda urbanización del Encinar. Destaca por su luminosidad y por su esplendida terraza en la azotea con zona de estar, comedor y solárium. Moderno piso con la siguiente distribución: En planta principal hall de entrada, aseo de visitas, salón de 40 m2 con acceso a terraza de 6 m2, comedor independiente, cocina con zona de office, terraza de lavadero y dormitorio de servicio con baño. En planta inferior encontramos la zona de descanso, con cuatro dormitorios y tres baños, dos de ellos en suite y el principal con vestidor y pequeño balcón, además en esta planta se encuentra una zona común ideal como zona de estar de familia o cuarto de juegos.  En la azotea acceso a una estupenda terraza de 85 m2, con solárium, zona de estar y zona acristalada y con pérgola bioclimática donde encontramos un fantástico comedor. El piso tiene tres grandes plazas de garaje y un trastero.  Tiene aire acondicionado con bomba de calor por conductos y suelo radiante de gas. La urbanización tiene conserje, piscina, pádel y zonas verdes. Disponemos de otras muchas propiedades similares que no están publicadas en Idealista. Visite nuestra web reainmobiliaria.com El Encinar de los Reyes en una zona anexa al Soto de la Moraleja construida en su mayoría a partir de los años 90, y las casas suelen ser casas de esa época. Está lindando con La Moraleja por el sur. La zona está formada por pisos en grandes urbanizaciones cerradas con seguridad y grandes zonas ajardinadas de más de 10.000 m2 con piscinas, pádel, etc… todo muy pensado para los más pequeños. La población suele ser joven y los niños de corta edad. Los pisos son más nuevos que en El Soto pero las dimensiones de sus estancias suelen ser inferiores y normalmente no suelen tener el área de servicio diferenciada. Además, hay chalets adosados y pareados dentro de grandes urbanizaciones con seguridad 24 horas y zonas comunes. Por último, esta zona cuenta también con chalets pareados sin zona común para gente que quiera vivir en un chalet con independencia y también algunos chalets independientes con jardines de 1000 m2, en algunos casos con vistas al campo de golf. El Encinar cuenta con un gran centro comercial donde se puede encontrar de todo, supermercado, farmacia, óptica, restaurantes, tintorería, papelería, mercería… todo lo que se precisa en el día a día. La comunicación con el centro de la ciudad se hace por medio de autobuses que recorren toda la zona y van hasta Plaza de Castilla o Alcobendas y San Sebastián de los Reyes. Existen varios colegios en el Encinar y su proximidad con los colegios de la Moraleja o el Soto no es de más de 10 minutos desde cualquier punto.",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5747.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Dúplex en Luis Martinez Feduchi'}",True,True,False,True,False,False,3,{'groupDescription': 'Top'},,
433,8,101744467,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/04/f6/1132345390.jpg,,50,470000.0,flat,sale,110.0,True,3,2,Monasterios de Montesclaros,Madrid,Madrid,Fuencarral,es,Montecarmelo,40.5041696,-3.7017231,False,https://www.idealista.com/inmueble/101744467/,2472,"Se vende estupenda vivienda de tres dormitorios en Montecarmelo. El piso es especialmente luminoso y completamente exterior. Se distribuye en hall de entrada amplio con armarios empotrados, salón independiente con ventanales que van de arriba abajo permitiendo una mayor entrada de luz natural, cocina completamente amueblada y equipada con lavadero aparte, dos dormitorios con armarios empotrados y un baño aparte y un dormitorio principal con baño en suite y armariada grande, hecha a medida. La vivienda tiene aire acondicionado por conductos en todas las estancias y calefacción por gas natural. En el precio se incluye una plaza de garaje y un trastero grande de 6m^2. La urbanización cuenta con vigilancia 24 horas, jardín, piscina, pista de pádel, sala comunitaria para eventos, gimnasio y zona de juegos infantil.  Se encuentra muy cerca de la salida a carretera, paradas de autobús, de Cercanías Paco de Lucía (C3a, C8 y C7) así como del Metro Montecarmelo (L10), el colegio alemás, zonas de restauración, escuelas infantiles, farmacias, Centro Comercial, supermercados, etc. Whatsapp: 634 926 522.",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4273.0,{'typology': 'flat'},"{'subtitle': 'Montecarmelo, Madrid', 'title': 'Piso en Monasterios de Montesclaros'}",True,False,False,False,False,False,4,,,
434,9,102473521,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/68/65/1157397911.jpg,LO189344,64,1860000.0,chalet,sale,346.0,,6,5,Calle de San Enrique de Ossó,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5040662,-3.6434783,False,https://www.idealista.com/inmueble/102473521/,2473,"Gilmar Consulting Inmobiliario vende en el Encinar de los Reyes espectacular chalet pareado en urbanización cerrada y excelente ubicación. Espectacular chalet de esquina de 346 m2 aproximados y jardín de 60 m2 con ORIENTACIÓN SUR y salida independiente, dentro de una urbanización cerrada con seguridad 24h y fantásticas zonas comunes. La propiedad cuenta con una reforma integral y su estado es perfecto. Calefacción de gas natural y aire acondicionado frio/calor en toda la vivienda.  Planta Baja - Cocina totalmente reformada y zona de comedor de diario - Salón con chimenea - Porche totalmente acristalado con zona de estar y comedor. - Dormitorio con baño en suite. - Aseo de cortesía Planta Primera - Dormitorio principal con baño en suite. - 2 dormitorios secundarios. - Baño secundario. Buhardilla - Espacio para dormitorio o espacio polivalente - Baño de diseño completo Sótano - Habitación de servicio. - Baño completo. - Sala polivalente/juegos. - Lavandería - Garaje La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio mundial, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades. Está situada a 10 minutos del centro y a 5 minutos de la terminal Internacional 4 del Aeropuerto Adolfo Suárez. en el término municipal de Alcobendas, y tiene una extensión de 950 hectáreas, con 1.050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes. La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta asimismo con varios centros comerciales y médicos, dos campos de golf de 18 hoyos, club de tenis, club de paddle, y una de las ofertas gastronómicas más atractivas de Madrid. Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, La Máquina, Aspen, La Penela, La Sabina, Salvaje) Cafeterías (Pino), Embassy, farmacia, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona. Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable y con los mejores servicios.",True,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5376.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet pareado en Calle de San Enrique de Ossó'}",True,True,False,True,False,False,,,,
435,10,103115538,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/77/bf/1178789292.jpg,0096-00786,26,516900.0,flat,sale,105.0,True,2,1,Calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.484322,-3.6671028,False,https://www.idealista.com/inmueble/103115538/,2476,"Presentamos esta torre de apartamentos en Madrid, proyecto creativo seminuevo en pleno centro de la ciudad. Estudios, apartamentos 1, 2 y 3 habitaciones, pregúntanos por el que estés buscando. (VIDEO CORRESPONDE A ESTUDIO) Un espacio creativo y sofisticado donde puedes vivir con estas vistas incomparables Este proyecto seminuevo cuenta con exquisitos apartamentos únicos de 1 a 3 habitaciones con vistas espectaculares e increíbles comodidades. Con precios increíbles desde 350.000€  Century21 Boutique presenta una oportunidad para vivir o invertir en casas únicas en pleno corazón de Madrid. Una oportunidad pionera para disfrutar de unas vistas espectaculares, unas comodidades inigualables y la singularidad del centro cultural de Madrid. Ubicado en una ubicación privilegiada, tu nuevo hogar garantizará que estés increíblemente bien conectado -10 minutos al centro de Madrid. -10 minutos a los centros comerciales -5 minutos a pie de la ciudad -10 minutos al Aeropuerto de Madrid Barajas -5 minutos al Paseo Castellana. Todo ha sido creado para complementar el paisaje urbano, por lo que siempre estarás a tiro de piedra del centro de Madrid y a pocos pasos de la tranquilidad de la naturaleza � Estos apartamentos ofrecen mucho más que un excelente diseño en una ubicación privilegiada; también puedes disfrutar de una variedad de características y comodidades únicas  ✓ piscina ✓ Vista ininterrumpida de la ciudad ✓ Zonas ajardinadas ✓ Rutas para correr ✓ Gimnasio privado dentro de la urbanización ✓ Estación de tren cercana ✓ M30 Acceso a 1 minuto en coche. Para más información o reservar tu apartamento escríbenos o llámame para reservar tu visita antes de que desaparezcan al  Haz la visita y presenta tu oferta!",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 14000.0}",4923.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso en Calle de Dulce Chacón'}",False,False,False,False,False,False,7,,,
436,11,102890373,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/3e/2b/1170803239.jpg,BEG533,14,145000.0,flat,sale,45.0,True,2,1,Calle de José Anduiza,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4862115,-3.6855282,False,https://www.idealista.com/inmueble/102890373/,2476,"Encantador piso en venta en una excelente ubicación del barrio. Con una superficie construida de 45 m², este inmueble cuenta con dos dormitorios, un amplio salón y una cómoda cocina. Además, dispone de un baño completo y calefacción de gas natural individual. Los suelos de gres y el aire acondicionado son detalles que realzan la calidad de esta vivienda. Construido en 1960, se encuentra en buen estado y cuenta con armarios empotrados. Ubicado en un bajo exterior sin ascensor, su orientación norte garantiza una agradable luminosidad. Además, se ofrece financiación a medida. ¡No pierdas esta oportunidad de compra!",False,good,False,False,,3222.0,{'typology': 'flat'},"{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Piso en Calle de José Anduiza'}",False,False,False,False,False,False,bj,,,
437,12,102864496,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/9f/95/1169922627.jpg,,30,700000.0,flat,sale,109.0,True,2,2,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5103636,-3.6437997,False,https://www.idealista.com/inmueble/102864496/,2478,"CO Property os presenta EN EXCLUSIVA este piso REFORMADO de dos dormitorios en urbanización céntrica en El Encinar de los Reyes. La urbanización cuenta con seguridad, piscina adulto e infantil, parque infantil y zona verde. Se encuentra perfectamente ubicada de dentro de El Encinar de los Reyes, ya que cuenta con parada de autobús en la puerta, y a escasos pasos del C. C. El Encinar, donde se pueden encontrar todos los servicios necesarios (Carrefour Market, farmacia, bancos, restaurantes, peluquería, gimnasio, etc) Distribución: Según accedemos a la vivienda nos encontramos un hall recibidor que a mano izquierda da paso a la cocina, que cuenta con armarios de gran capacidad, hechos a medida. También hay zona de office y de lavado ventilada, donde se encuentra la caldera, recién cambiada en 2020.  De frente nos encontramos con el salón comedor, con espacio para dos ambientes y un gran ventanal con toldo automático y preciosas vistas a zonas verdes. En el pasillo de la zona de descanso nos encontramos con 3 puertas dobles de armarios hechos a medida y completamente vestidos.  El dormitorio principal en suite con baño muy amplio con ducha y completamente reformado. Gran cantidad de armarios también a medida y vestidos. El segundo baño completo con bañera da servicio al segundo dormitorio, con espacio para cama y zona de estudio. Cabe destacar que la vivienda es muy tranquila y no tienen ningún ruido, al estar localizada en el interior de la urbanización. El suelo de la vivienda ha sido cambiado, incluyendo parquet. La propiedad cuenta con las 2 MEJORES PLAZAS DE GARAJE de la urbanización. Aire acondicionado por conductos. Lista para entrar a vivir.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6422.0,{'typology': 'flat'},"{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Piso'}",False,False,False,False,False,False,1,,,
